ROTATION,DATE,TTL ROTN CRED,DOM TAFB,INTL TAFB,FLT PAY,NIGHT PAY,INTL PAY,LANG PAY,LAYOVER STN,LAYOVER TIME,LAYOVER HOTEL,LEG STATUS,FLT #,EQUIP,DEPT DATE,DEPT,DEPT TIME,ARRV,ARRV TIME,LEG BLOCK TIME
5887,12FEB2016,00294,00390,00000,00294,00000,00000,00000,   ,    0,                    , ,2318,32K,12FEB2016,MSP,0694,BZN,0780,0158
5887,12FEB2016,00294,00390,00000,00294,00000,00000,00000,   ,00000,                    ,D,2318,32K,12FEB2016,BZN,0834,MSP,1010,0136
5853,13FEB2016,00543,00668,00000,00543,00000,00543,00000,   ,00000,                    , ,0728,31J,13FEB2016,MSP,0553,ZLO,0804,0282
5853,13FEB2016,00543,00668,00000,00543,00000,00543,00000,   ,00000,                    , ,0745,31J,13FEB2016,ZLO,0871,MSP,1132,0261
2417,14FEB2016,00524,00655,00000,00524,00000,00524,00000,   ,00000,                    , ,0519,32K,14FEB2016,MSP,0619,CUN,0912,0245
2417,14FEB2016,00524,00655,00000,00524,00000,00524,00000,   ,00000,                    , ,0520,32K,14FEB2016,CUN,0970,MSP,1189,0279
2435,19FEB2016,00426,00551,00000,00426,00000,00000,00000,   ,00000,                    , ,1147,75Y,19FEB2016,MSP,0782,RSW,1023,0203
2435,19FEB2016,00426,00551,00000,00426,00000,00000,00000,   ,00000,                    , ,1147,75Y,19FEB2016,RSW,1108,MSP,1261,0223
2416,20FEB2016,00517,00664,00000,00517,00000,00517,00000,   ,00000,                    , ,0791,739,20FEB2016,MSP,0618,PVR,0873,0271
2416,20FEB2016,00517,00664,00000,00517,00000,00517,00000,   ,00000,                    , ,0594,739,20FEB2016,PVR,0955,MSP,1194,0246
2441,26FEB2016,00484,00601,00000,00484,00000,00484,00000,   ,00000,                    , ,0705,320,26FEB2016,MSP,0790,CUN,1072,0235
2441,26FEB2016,00484,00601,00000,00484,00000,00484,00000,   ,00000,                    , ,0702,320,26FEB2016,CUN,1135,MSP,1306,0249
0670,29FEB2016,00324,00426,00000,00324,00000,00000,00000,   ,00000,                    , ,0674,75Y,29FEB2016,MSP,0983,ATL,1187,0152
0670,29FEB2016,00324,00426,00000,00324,00000,00000,00000,   ,00000,                    ,D,1067,M90,29FEB2016,ATL,1261,MSP,1351,0172
2374,02MAR2016,00491,00620,00000,00491,00000,00491,00000,   ,00000,                    , ,0330,32K,02MAR2016,MSP,0625,MZT,0792,0252
2374,02MAR2016,00491,00620,00000,00491,00000,00491,00000,   ,00000,                    , ,0974,32K,02MAR2016,MZT,0859,MSP,1158,0239
2396,05MAR2016,00516,00670,00000,00516,00000,00516,00000,   ,00000,                    , ,0705,32K,05MAR2016,MSP,0793,CUN,1108,0255
2396,05MAR2016,00516,00670,00000,00516,00000,00516,00000,   ,00000,                    , ,0702,32K,05MAR2016,CUN,1178,MSP,1379,0261
2346,12MAR2016,00501,00619,00000,00501,00000,00501,00000,   ,00000,                    , ,1731,32K,12MAR2016,MSP,0543,NAS,0839,0236
2346,12MAR2016,00501,00619,00000,00501,00000,00501,00000,   ,00000,                    , ,1753,32K,12MAR2016,NAS,0911,MSP,1084,0265
2440,14MAR2016,00420,00831,00000,00294,00000,00000,00000,   ,00000,                    , ,0935,M90,14MAR2016,MSP,1180,SYR,1365,0130
2440,14MAR2016,00420,00831,00000,00294,00000,00000,00000,   ,00000,                    , ,1552,M90,15MAR2016,SYR,0402,MSP,0500,0164
2016,16MAR2016,00408,00531,00000,00408,00000,00000,00000,   ,00000,                    , ,1992,76Q,16MAR2016,MSP,0780,MCO,1031,0194
2016,16MAR2016,00408,00531,00000,00408,00000,00000,00000,   ,00000,                    , ,1992,76Q,16MAR2016,MCO,1093,MSP,1241,0214
2398,19MAR2016,00507,00638,00000,00507,00000,00507,00000,   ,00000,                    , ,0705,32K,19MAR2016,MSP,0792,CUN,1050,0258
2398,19MAR2016,00507,00638,00000,00507,00000,00507,00000,   ,00000,                    , ,0702,32K,19MAR2016,CUN,1113,MSP,1347,0249
2016,23MAR2016,00408,00523,00000,00408,00000,00000,00000,   ,00000,                    , ,1992,76P,23MAR2016,MSP,0785,MCO,1037,0194
2016,23MAR2016,00408,00523,00000,00408,00000,00000,00000,   ,00000,                    , ,1992,76P,23MAR2016,MCO,1093,MSP,1233,0214
2377,25MAR2016,00508,00620,00000,00508,00000,00508,00000,   ,00000,                    , ,0371,32K,25MAR2016,MSP,0627,SJD,0777,0270
2377,25MAR2016,00508,00620,00000,00508,00000,00508,00000,   ,00000,                    , ,0785,32K,25MAR2016,SJD,0823,MSP,1160,0238
2391,26MAR2016,00460,00601,00000,00460,00000,00000,00000,   ,00000,                    , ,1151,32K,26MAR2016,MSP,0702,SFO,0822,0246
2391,26MAR2016,00460,00601,00000,00460,00000,00000,00000,   ,00000,                    , ,1151,32K,26MAR2016,SFO,0906,MSP,1231,0214
1025,28MAR2016,01073,00000,02732,01073,00000,01073,00000,CDG,01481,PULLMAN MONTPARNASSE, ,0169,333,28MAR2016,MSP,1020,CDG,0489,0508
1025,28MAR2016,01073,00000,02732,01073,00000,01073,00000,   ,00000,                    , ,0170,333,30MAR2016,CDG,0651,MSP,0774,0565
2282,04APR2016,00443,00639,00000,00443,00000,00000,00000,   ,00000,                    , ,1175,M90,04APR2016,MSP,0436,DEN,0491,0134
2282,04APR2016,00443,00639,00000,00443,00000,00000,00000,   ,00000,                    , ,1175,M90,04APR2016,DEN,0553,MSP,0725,0117
2282,04APR2016,00443,00639,00000,00443,00000,00000,00000,   ,00000,                    , ,0738,M90,04APR2016,MSP,0782,STL,0852,0092
2282,04APR2016,00443,00639,00000,00443,00000,00000,00000,   ,00000,                    , ,0738,M90,04APR2016,STL,0905,MSP,1005,0100
2359,06APR2016,00430,00563,00000,00430,00000,00000,00000,   ,00000,                    , ,1118,75Y,06APR2016,MSP,0781,RSW,1033,0205
2359,06APR2016,00430,00563,00000,00430,00000,00000,00000,   ,00000,                    , ,1118,75Y,06APR2016,RSW,1109,MSP,1268,0225
2353,09APR2016,00457,00608,00000,00457,00000,00000,00000,   ,00000,                    , ,1249,75Y,09APR2016,MSP,0692,LAX,0794,0244
2353,09APR2016,00457,00608,00000,00457,00000,00000,00000,   ,00000,                    , ,1668,739,09APR2016,LAX,0905,MSP,1228,0213
2008,12APR2016,00470,00633,00000,00470,00000,00000,00000,   ,00000,                    , ,2168,76Q,12APR2016,MSP,0559,LAX,0656,0251
2008,12APR2016,00470,00633,00000,00470,00000,00000,00000,   ,00000,                    , ,2358,76Q,12APR2016,LAX,0784,MSP,1117,0219
2411,15APR2016,00406,00780,00000,00353,00000,00000,00000,   ,00000,                    , ,1674,M90,15APR2016,MSP,1184,RDU,1420,0176
2411,15APR2016,00406,00780,00000,00353,00000,00000,00000,   ,00000,                    , ,2126,M90,16APR2016,RDU,0366,MSP,0455,0177
2335,17APR2016,00494,00637,00000,00494,00000,00494,00000,   ,00000,                    , ,0519,757,17APR2016,MSP,0621,CUN,0862,0241
2335,17APR2016,00494,00637,00000,00494,00000,00494,00000,   ,00000,                    , ,0520,757,17APR2016,CUN,0923,MSP,1169,0253
2368,20APR2016,00402,00488,00000,00402,00000,00000,00000,   ,00000,                    , ,1448,M90,20APR2016,MSP,0826,TPA,1072,0189
2368,20APR2016,00402,00488,00000,00402,00000,00000,00000,   ,00000,                    , ,1448,M90,20APR2016,TPA,1114,MSP,1243,0213
2323,23APR2016,00471,00581,00000,00471,00000,00000,00000,   ,00000,                    , ,2305,739,23APR2016,MSP,0564,SFO,0677,0251
2323,23APR2016,00471,00581,00000,00471,00000,00000,00000,   ,00000,                    , ,2305,739,23APR2016,SFO,0753,MSP,1071,0220
2344,27APR2016,00439,00647,00000,00439,00000,00000,00000,   ,00000,                    , ,0589,739,27APR2016,MSP,0678,SEA,0742,0226
2344,27APR2016,00439,00647,00000,00439,00000,00000,00000,   ,00000,                    , ,2563,739,27APR2016,SEA,0919,MSP,1252,0213
2353,30APR2016,00460,00625,00000,00460,00000,00000,00000,   ,00000,                    , ,1249,75Y,30APR2016,MSP,0693,LAX,0800,0244
2353,30APR2016,00460,00625,00000,00460,00000,00000,00000,   ,00000,                    , ,1668,739,30APR2016,LAX,0909,MSP,1245,0216
2358,01MAY2016,00465,00609,00000,00465,00000,00000,00000,   ,00000,                    , ,1151,75Y,01MAY2016,MSP,0703,SFO,0804,0246
2358,01MAY2016,00465,00609,00000,00465,00000,00000,00000,   ,00000,                    , ,1151,75Y,01MAY2016,SFO,0910,MSP,1239,0219
2380,07MAY2016,00424,00535,00000,00424,00000,00000,00000,   ,00000,                    , ,1118,M90,07MAY2016,MSP,0777,RSW,1017,0207
2380,07MAY2016,00424,00535,00000,00424,00000,00000,00000,   ,00000,                    , ,1118,M90,07MAY2016,RSW,1089,MSP,1246,0217
2288,09MAY2016,00350,00651,00000,00350,00000,00000,00000,   ,00000,                    , ,1632,M90,09MAY2016,MSP,0420,ORD,0498,0085
2288,09MAY2016,00350,00651,00000,00350,00000,00000,00000,   ,00000,                    , ,1632,M90,09MAY2016,ORD,0548,MSP,0635,0090
2288,09MAY2016,00350,00651,00000,00350,00000,00000,00000,   ,00000,                    , ,2111,M90,09MAY2016,MSP,0790,MCI,0881,0091
2288,09MAY2016,00350,00651,00000,00350,00000,00000,00000,   ,00000,                    , ,2111,M90,09MAY2016,MCI,0920,MSP,1001,0084
2324,18MAY2016,00384,00767,00000,00220,00000,00000,00000,   ,00000,                    , ,0945,757,18MAY2016,MSP,0519,DTW,0679,0102
2324,18MAY2016,00384,00767,00000,00220,00000,00000,00000,   ,00000,                    ,D,2804,32K,18MAY2016,DTW,1193,MSP,1232,0118
2374,21MAY2016,00479,00604,00000,00479,00000,00000,00000,   ,00000,                    , ,1151,75Y,21MAY2016,MSP,0700,SFO,0841,0261
2374,21MAY2016,00479,00604,00000,00479,00000,00000,00000,   ,00000,                    , ,1151,75Y,21MAY2016,SFO,0907,MSP,1234,0218
2349,23MAY2016,00402,00749,00000,00402,00000,00000,00000,   ,00000,                    , ,1419,M90,23MAY2016,MSP,0611,TPA,0845,0192
2349,23MAY2016,00402,00749,00000,00402,00000,00000,00000,   ,00000,                    , ,1712,M90,23MAY2016,TPA,1089,MSP,1239,0210
5835,25MAY2016,00356,00636,00000,00356,00000,00000,00000,   ,00000,                    , ,0889,31J,25MAY2016,MSP,0535,LGA,0755,0160
5835,25MAY2016,00356,00636,00000,00356,00000,00000,00000,   ,00000,                    , ,1796,31J,25MAY2016,LGA,0990,MSP,1101,0196
2371,28MAY2016,00441,00645,00000,00441,00000,00000,00000,   ,00000,                    ,D,1734,31J,28MAY2016,MSP,0690,DTW,0843,0100
2371,28MAY2016,00441,00645,00000,00441,00000,00000,00000,   ,00000,                    , ,1854,M90,28MAY2016,DTW,0943,DEN,1050,0227
2371,28MAY2016,00441,00645,00000,00441,00000,00000,00000,   ,00000,                    , ,0164,M90,28MAY2016,DEN,1096,MSP,1265,0114
1010,03JUN2016,01036,00000,02685,01036,00000,01036,00000,CDG,01442,PULLMAN MONTPARNASSE, ,0169,777,03JUN2016,MSP,1046,CDG,0528,0502
1010,03JUN2016,01036,00000,02685,01036,00000,01036,00000,   ,00000,                    , ,0170,777,05JUN2016,CDG,0649,MSP,0750,0534
2323,10JUN2016,00422,00528,00000,00422,00000,00000,00000,   ,00000,                    , ,2163,M90,10JUN2016,MSP,0539,PDX,0631,0223
2323,10JUN2016,00422,00528,00000,00422,00000,00000,00000,   ,00000,                    , ,2163,M90,10JUN2016,PDX,0679,MSP,0993,0199
2359,12JUN2016,00442,00603,00000,00442,00000,00442,00000,   ,00000,                    , ,1084,738,12JUN2016,MSP,0623,YVR,0719,0229
2359,12JUN2016,00442,00603,00000,00442,00000,00442,00000,   ,00000,                    , ,1677,738,12JUN2016,YVR,0790,MSP,1123,0213
2320,16JUN2016,00438,00875,00000,00398,00000,00000,00000,   ,00000,                    , ,1708,M90,16JUN2016,MSP,0537,DEN,0594,0131
2320,16JUN2016,00438,00875,00000,00398,00000,00000,00000,   ,00000,                    , ,0171,M90,16JUN2016,DEN,0649,MSP,0814,0114
2320,16JUN2016,00438,00875,00000,00398,00000,00000,00000,   ,00000,                    , ,0927,738,16JUN2016,MSP,1176,MKE,1246,0077
2320,16JUN2016,00438,00875,00000,00398,00000,00000,00000,   ,00000,                    , ,0927,738,16JUN2016,MKE,1278,MSP,1340,0076
5864,18JUN2016,00319,00458,00000,00319,00000,00000,00000,   ,00000,                    , ,2253,31J,18JUN2016,MSP,0562,MSO,0674,0172
5864,18JUN2016,00319,00458,00000,00319,00000,00000,00000,   ,00000,                    , ,2253,31J,18JUN2016,MSO,0747,MSP,0938,0147
2323,19JUN2016,00425,00524,00000,00425,00000,00000,00000,   ,00000,                    , ,2163,M90,19JUN2016,MSP,0538,PDX,0644,0226
2323,19JUN2016,00425,00524,00000,00425,00000,00000,00000,   ,00000,                    , ,2163,M90,19JUN2016,PDX,0696,MSP,0989,0199
1004,23JUN2016,01033,00000,02847,01033,00000,01033,00000,AMS,01601,NH AMS NOORD        , ,0160,333,23JUN2016,MSP,0906,AMS,0369,0493
1004,23JUN2016,01033,00000,02847,01033,00000,01033,00000,   ,00000,                    , ,0161,333,25JUN2016,AMS,0660,MSP,0769,0540
2612,26JUN2016,00873,01863,00000,00873,00000,00000,00000,   ,00000,                    , ,0053,75Y,26JUN2016,MSP,0927,DTW,1079,0102
2612,26JUN2016,00873,01863,00000,00873,00000,00000,00000,PHX,00633,HOLIDAY INN PHX APT , ,2657,M90,26JUN2016,DTW,1206,PHX,1272,0258
2612,26JUN2016,00873,01863,00000,00873,00000,00000,00000,   ,00000,                    , ,0160,M90,27JUN2016,PHX,0536,MSP,0844,0197
2612,26JUN2016,00873,01863,00000,00873,00000,00000,00000,   ,00000,                    , ,1969,M90,27JUN2016,MSP,0920,RDU,1113,0147
2612,26JUN2016,00873,01863,00000,00873,00000,00000,00000,   ,00000,                    , ,1969,M90,27JUN2016,RDU,1170,MSP,1278,0169
1002,02JUL2016,01047,00000,02849,01047,00000,01047,00000,AMS,01604,NH AMS NOORD        , ,0160,333,02JUL2016,MSP,0908,AMS,0366,0489
1002,02JUL2016,01047,00000,02849,01047,00000,01047,00000,   ,00000,                    , ,0161,333,04JUL2016,AMS,0637,MSP,0775,0558
1008,08JUL2016,01031,00000,02830,01031,00000,01031,00000,AMS,01611,NH AMS NOORD        , ,0162,333,08JUL2016,MSP,1174,AMS,0634,0494
1008,08JUL2016,01031,00000,02830,01031,00000,01031,00000,   ,00000,                    , ,0165,333,10JUL2016,AMS,0908,MSP,1021,0537
2315,11JUL2016,00390,00580,00000,00390,00000,00000,00000,   ,00000,                    , ,1712,75D,11JUL2016,MSP,0783,TPA,1024,0192
2315,11JUL2016,00390,00580,00000,00390,00000,00000,00000,   ,00000,                    , ,2381,75D,11JUL2016,TPA,1169,MSP,1291,0198
1004,16JUL2016,01046,00000,02708,01046,00000,01046,00000,CDG,01489,PULLMAN MONTPARNASSE, ,0169,333,16JUL2016,MSP,1029,CDG,0481,0496
1004,16JUL2016,01046,00000,02708,01046,00000,01046,00000,   ,00000,                    , ,0170,333,18JUL2016,CDG,0638,MSP,0762,0550
1004,23JUL2016,01055,00000,02732,01055,00000,01055,00000,CDG,01461,PULLMAN MONTPARNASSE, ,0169,333,23JUL2016,MSP,1037,CDG,0509,0496
1004,23JUL2016,01055,00000,02732,01055,00000,01055,00000,   ,00000,                    , ,0170,333,25JUL2016,CDG,0647,MSP,0786,0559
2285,30JUL2016,00464,00584,00000,00464,00000,00000,00000,   ,00000,                    , ,2591,M90,30JUL2016,MSP,0554,SJC,0660,0241
2285,30JUL2016,00464,00584,00000,00464,00000,00000,00000,   ,00000,                    , ,2591,M90,30JUL2016,SJC,0741,MSP,1069,0223
2269,10AUG2016,00463,00767,00000,00463,00000,00000,00000,   ,00000,                    , ,2022,75D,10AUG2016,MSP,0442,SFO,0561,0245
2269,10AUG2016,00463,00767,00000,00463,00000,00000,00000,   ,00000,                    , ,2335,739,10AUG2016,SFO,0789,MSP,1110,0218
1015,12AUG2016,01020,00000,02576,01020,00000,01020,00000,LHR,01373,HOL INN KENSINGTON  , ,0010,76D,12AUG2016,MSP,1342,LHR,0727,0490
1015,12AUG2016,01020,00000,02576,01020,00000,01020,00000,   ,00000,                    , ,0011,76D,14AUG2016,LHR,0760,MSP,0916,0530
2313,17AUG2016,00461,00580,00000,00461,00000,00000,00000,   ,00000,                    , ,2322,M90,17AUG2016,MSP,0600,MIA,0877,0222
2313,17AUG2016,00461,00580,00000,00461,00000,00000,00000,   ,00000,                    , ,2322,M90,17AUG2016,MIA,0945,MSP,1110,0239
1006,19AUG2016,01076,00000,02748,01076,00000,01076,00000,CDG,01448,PULLMAN MONTPARNASSE, ,0169,333,19AUG2016,MSP,1034,CDG,0522,0508
1006,19AUG2016,01076,00000,02748,01076,00000,01076,00000,   ,00000,                    , ,0170,333,21AUG2016,CDG,0654,MSP,0802,0568
1001,24AUG2016,01406,00000,03072,01406,00000,01406,00000,NRT,01479,RADISSON HOTEL NRT  , ,0615,777,24AUG2016,MSP,0698,NRT,0841,0743
1001,24AUG2016,01406,00000,03072,01406,00000,01406,00000,   ,00000,                    , ,0616,777,26AUG2016,NRT,0979,MSP,0787,0663
2478,28AUG2016,00749,02277,00000,00741,00000,00000,00000,   ,00000,                    , ,1751,738,28AUG2016,MSP,0529,LAS,0596,0202
2478,28AUG2016,00749,02277,00000,00741,00000,00000,00000,   ,00000,                    , ,0226,738,28AUG2016,LAS,0664,SLC,0798,0078
2478,28AUG2016,00749,02277,00000,00741,00000,00000,00000,PDX,00840,SHILO INN           , ,1936,75D,28AUG2016,SLC,1015,PDX,1060,0110
2478,28AUG2016,00749,02277,00000,00741,00000,00000,00000,   ,00000,                    , ,2090,739,29AUG2016,PDX,0534,MSP,0849,0195
2478,28AUG2016,00749,02277,00000,00741,00000,00000,00000,   ,00000,                    , ,0927,M90,29AUG2016,MSP,1120,MKE,1191,0072
2478,28AUG2016,00749,02277,00000,00741,00000,00000,00000,   ,00000,                    , ,0164,M90,29AUG2016,MKE,1213,MSP,1297,0084
1011,03SEP2016,01079,00000,02706,01079,00000,01079,00000,CDG,01441,PULLMAN MONTPARNASSE, ,0169,333,03SEP2016,MSP,1035,CDG,0529,0514
1011,03SEP2016,01079,00000,02706,01079,00000,01079,00000,   ,00000,                    , ,0170,333,05SEP2016,CDG,0634,MSP,0763,0565
1011,10SEP2016,01058,00000,02715,01058,00000,01058,00000,CDG,01483,PULLMAN MONTPARNASSE, ,0169,333,10SEP2016,MSP,1030,CDG,0487,0493
1011,10SEP2016,01058,00000,02715,01058,00000,01058,00000,   ,00000,                    , ,0170,332,12SEP2016,CDG,0636,MSP,0772,0565
2871,17SEP2016,01242,03721,00000,01224,00000,00526,00000,   ,00000,                    , ,0515,738,17SEP2016,MSP,0558,CUN,0781,0234
2871,17SEP2016,01242,03721,00000,01224,00000,00526,00000,SLC,00896,DOUBLETREE SLC APT  , ,0934,738,17SEP2016,CUN,0851,SLC,1064,0292
2871,17SEP2016,01242,03721,00000,01224,00000,00526,00000,   ,00000,                    , ,2393,738,18SEP2016,SLC,0592,DEN,0673,0092
